"index"	"video"	"video_type"	"question"	"answer"	"dimensions"	"video_path"
"643"	"GPQ1wt-PusY"	"Instruction Video (how to ...)"	"How many ways to cut a mango are described in the video?"	"Three ways is described."	"['Counting']"	"./video/GPQ1wt-PusY.mp4"
"644"	"7XjaGStE9U8"	"Instruction Video (how to ...)"	"How many eggs were used in the video to make French toast?"	"Four eggs."	"['Counting']"	"./video/7XjaGStE9U8.mp4"
"645"	"RIBCzPiv4M4"	"Instruction Video (how to ...)"	"What does this video teach?"	"It teaches how to clean a mattress."	"['Video Topic']"	"./video/RIBCzPiv4M4.mp4"
"646"	"RIBCzPiv4M4"	"Instruction Video (how to ...)"	"Do we need soda to clean a mattress?"	"Yes"	"['Object Recognition']"	"./video/RIBCzPiv4M4.mp4"
"647"	"RIBCzPiv4M4"	"Instruction Video (how to ...)"	"What do we need to do before we start cleaning?"	"Stripping the sheets and any mattress protectors off the bed."	"['Event Recognition', 'Human-object Interaction']"	"./video/RIBCzPiv4M4.mp4"
"648"	"hbNP-oK5me8"	"Instruction Video (how to ...)"	"Do we need to clean the grill before we start grill salmon?"	"Yes"	"['Event Recognition']"	"./video/hbNP-oK5me8.mp4"
"649"	"hbNP-oK5me8"	"Instruction Video (how to ...)"	"What should the grill temperature be set to?"	"It should be set to 400 to 450 degrees Fahrenheit."	"['OCR']"	"./video/hbNP-oK5me8.mp4"
"650"	"hbNP-oK5me8"	"Instruction Video (how to ...)"	"Do the flames appear in the video?"	"Yes"	"['Object Recognition']"	"./video/hbNP-oK5me8.mp4"
"651"	"WOKUGNnyQm0"	"Instruction Video (how to ...)"	"What basic sewing supplies do we need to sew a button?"	"We need sewing supplies inculding a needle, a pin, and some thread."	"['Object Recognition']"	"./video/WOKUGNnyQm0.mp4"
"652"	"VnJafu_NMoQ"	"Instruction Video (how to ...)"	"What tools do we need to trim our dog's nails?"	"We need scissor-style clippers to trim our dog's nails."	"['Object Recognition', 'OCR']"	"./video/VnJafu_NMoQ.mp4"
"653"	"3r03gX3mZns"	"Instruction Video (how to ...)"	"Was water used to clean the cast iron skillet in the video?"	"Yes"	"['Object Recognition']"	"./video/3r03gX3mZns.mp4"
"654"	"3r03gX3mZns"	"Instruction Video (how to ...)"	"Which is used first in the cleaning process, the chain-mail scrubber or the Silicone handle holder?"	"Silicone handle holder is used first."	"['Event Recognition', 'Object Recognition']"	"./video/3r03gX3mZns.mp4"
"655"	"YXUp2hXamPI"	"Instruction Video (how to ...)"	"What does this video teach?"	"It teaches how to cook steak."	"['Video Topic']"	"./video/YXUp2hXamPI.mp4"
"656"	"YXUp2hXamPI"	"Instruction Video (how to ...)"	"What is the name of the man in this video?"	"Anthony Vitolo"	"['OCR']"	"./video/YXUp2hXamPI.mp4"
"657"	"OjRVfS8irB4"	"Instruction Video (how to ...)"	"What is the color of chopsticks in this video?"	"Red"	"['Attribute Recognition']"	"./video/OjRVfS8irB4.mp4"
"658"	"OjRVfS8irB4"	"Instruction Video (how to ...)"	"What does this video teach?"	"It teaches us how to use chopsticks."	"['Video Topic']"	"./video/OjRVfS8irB4.mp4"
"659"	"OjRVfS8irB4"	"Instruction Video (how to ...)"	"What does the man in the video pick up with his chopsticks?"	"Noodles"	"['Object Recognition']"	"./video/OjRVfS8irB4.mp4"
"660"	"h70GdtAkEOw"	"Instruction Video (how to ...)"	"What is the name of the man in the video?"	"I don't know."	"['Hallucination']"	"./video/h70GdtAkEOw.mp4"
"661"	"h70GdtAkEOw"	"Instruction Video (how to ...)"	"What colour was the man wearing?"	"Purple"	"['Attribute Recognition']"	"./video/h70GdtAkEOw.mp4"
"662"	"wWs_xKQnwic"	"Instruction Video (how to ...)"	"How many steps does the man describe to improve moods?"	"Five steps."	"['Counting']"	"./video/wWs_xKQnwic.mp4"
"663"	"wWs_xKQnwic"	"Instruction Video (how to ...)"	"What is the content of step 4?"	"Hands in 'butterfly'"	"['Attribute Recognition', 'OCR']"	"./video/wWs_xKQnwic.mp4"
"664"	"Jf75I9LKhvg"	"Instruction Video (how to ...)"	"How many grams of rice did the man use in the video?"	"400 grams."	"['OCR']"	"./video/Jf75I9LKhvg.mp4"
"665"	"Jf75I9LKhvg"	"Instruction Video (how to ...)"	"Did the man in the video finally succeed in his rice cooking attempt?"	"Yes, he succeed."	"['Event Recognition']"	"./video/Jf75I9LKhvg.mp4"
"666"	"Jf75I9LKhvg"	"Instruction Video (how to ...)"	"Is the scene in the video indoors or outdoors?"	"Indoors."	"['Video Scene']"	"./video/Jf75I9LKhvg.mp4"
"667"	"Jf75I9LKhvg"	"Instruction Video (how to ...)"	"What are the spices that are used in cooking rice?"	"Cardamom pods and star anise."	"['Object Recognition']"	"./video/Jf75I9LKhvg.mp4"
"668"	"CfoYpJiDS_I"	"Instruction Video (how to ...)"	"How many tips does this video give to tell if a $2 dollar bill is real?"	"There are three tips."	"['Counting']"	"./video/CfoYpJiDS_I.mp4"
"669"	"CfoYpJiDS_I"	"Instruction Video (how to ...)"	"Is the $2 in the video a coin or a note?"	"It‘s a note."	"['Attribute Recognition']"	"./video/CfoYpJiDS_I.mp4"
"670"	"CfoYpJiDS_I"	"Instruction Video (how to ...)"	"Does the third method of identification require the use of tools to assist in its completion?"	"Yes, we need a pen."	"['Object Recognition']"	"./video/CfoYpJiDS_I.mp4"
"671"	"fvBNU5RlXt8"	"Instruction Video (how to ...)"	"Is it a man or a woman printed on the note that appears in the video?"	"It’s a man."	"['Attribute Recognition']"	"./video/fvBNU5RlXt8.mp4"
"672"	"b5soe5g0igs"	"Instruction Video (how to ...)"	"How many tips does the video gives to tell the difference between cold and allergies?"	"There are three tips."	"['Counting']"	"./video/b5soe5g0igs.mp4"
"673"	"b5soe5g0igs"	"Instruction Video (how to ...)"	"What was the doctor's advice in the video?"	"I don't know"	"['Hallucination']"	"./video/b5soe5g0igs.mp4"
"674"	"VwII4y5vpyU"	"Instruction Video (how to ...)"	"What is the topic of the video?"	"How to play cricket."	"['Video Topic']"	"./video/VwII4y5vpyU.mp4"
"675"	"VwII4y5vpyU"	"Instruction Video (how to ...)"	"Are there any balls in the video?"	"Yes, there are balls in this video."	"['Object Recognition']"	"./video/VwII4y5vpyU.mp4"
"676"	"nJYKKyZFqzU"	"Instruction Video (how to ...)"	"What is the topic of the video?"	"The topic of the video is how to close a bag of chips by folding it."	"['Video Topic']"	"./video/nJYKKyZFqzU.mp4"
"677"	"nJYKKyZFqzU"	"Instruction Video (how to ...)"	"How many methods does the video describe?"	"Two methods."	"['Counting']"	"./video/nJYKKyZFqzU.mp4"
"678"	"3cs8S_urAXU"	"Instruction Video (how to ...)"	"What tool did the girl in the video use to cut off her long hair?"	"A scissors."	"['Object Recognition']"	"./video/3cs8S_urAXU.mp4"
"679"	"3cs8S_urAXU"	"Instruction Video (how to ...)"	"What country is the girl in the video from?
"	"I don't konw."	"['Hallucination']"	"./video/3cs8S_urAXU.mp4"
"680"	"WMA8L5OpuDY"	"Instruction Video (how to ...)"	"Is the scene in the video indoors or outdoors?"	"Outdoors."	"['Video Scene']"	"./video/WMA8L5OpuDY.mp4"
"681"	"WMA8L5OpuDY"	"Instruction Video (how to ...)"	"What are the jersey colours of the two teams in the video?"	"Red and blue."	"['Attribute Recognition']"	"./video/WMA8L5OpuDY.mp4"
"682"	"MOW9k_C4vFU"	"Instruction Video (how to ...)"	"What is the total number of white pieces on the board in the beginning?"	"There are 12 white pieces on the board in the beginning."	"['Counting']"	"./video/MOW9k_C4vFU.mp4"
"683"	"MOW9k_C4vFU"	"Instruction Video (how to ...)"	"The white side and the black side, who achieved the final victory?"	"The white side achieved the final victory."	"['Event Recognition', 'Future Prediction']"	"./video/MOW9k_C4vFU.mp4"
"684"	"DOq3NfMc4U8"	"Instruction Video (how to ...)"	"What is the topic of the video?"	"How to cut a pineapple."	"['Video Topic']"	"./video/DOq3NfMc4U8.mp4"
"685"	"DOq3NfMc4U8"	"Instruction Video (how to ...)"	"What colour is the flesh of the fruit that appears in the video?"	"It's yellow."	"['Attribute Recognition']"	"./video/DOq3NfMc4U8.mp4"
"686"	"pod4x5NJoYI"	"Instruction Video (how to ...)"	"What is being cut in the video?"	"A chicken"	"['Object Recognition']"	"./video/pod4x5NJoYI.mp4"
"687"	"pod4x5NJoYI"	"Instruction Video (how to ...)"	"What is the temperature setting for the cooking performed in the video?"	"I don't know."	"['Hallucination']"	"./video/pod4x5NJoYI.mp4"
"688"	"pod4x5NJoYI"	"Instruction Video (how to ...)"	"How many people appear in the video?"	"Only one"	"['Counting']"	"./video/pod4x5NJoYI.mp4"
"689"	"Mng2me2TNro"	"Finance"	"What is the identity of the man in the video?"	"He's probably a financial newscaster."	"['Identity Reasoning']"	"./video/Mng2me2TNro.mp4"
"690"	"Mng2me2TNro"	"Finance"	"What type of chart was used in the video to show the “ALL ORDINARIES INDEX PAST TWO YEARS”?"	"Line chart"	"['Object Recognition']"	"./video/Mng2me2TNro.mp4"
"691"	"Mng2me2TNro"	"Finance"	"What is the name of the host in the video?"	"I don't know"	"['Hallucination']"	"./video/Mng2me2TNro.mp4"
"692"	"ybF14M7Z1-I"	"Finance"	"What is the video mainly about, stock market or job market? "	"Job market"	"['Video Topic', 'OCR']"	"./video/ybF14M7Z1-I.mp4"
"693"	"ybF14M7Z1-I"	"Finance"	"How many people appear in the video?"	"Three people appear."	"['Counting']"	"./video/ybF14M7Z1-I.mp4"
"694"	"ybF14M7Z1-I"	"Finance"	"According to the video, did the job market get better or worse in July?"	"The job market get worse in July."	"['Video Topic', 'OCR']"	"./video/ybF14M7Z1-I.mp4"
"695"	"QxUzhP-1XwA"	"Finance"	"Is unemployment expected to rise or fall in the video?"	"It's expected to rise."	"['Structuralized Image-Text Understanding']"	"./video/QxUzhP-1XwA.mp4"
"696"	"QxUzhP-1XwA"	"Finance"	"What type of chart was used in the video to show the “UNEMPLOYMENT RATE THIS YEAR”?"	"Bar chart."	"['Object Recognition']"	"./video/QxUzhP-1XwA.mp4"
"697"	"QxUzhP-1XwA"	"Finance"	"How many percent has Telstra's share price fallen?"	"Telstera's share has fallen 2.8 percents."	"['Structuralized Image-Text Understanding']"	"./video/QxUzhP-1XwA.mp4"
"698"	"jF31ICvl1T8"	"Finance"	"According to the video, has the price of gold gone up or down?"	"Gold price has gone up."	"['Structuralized Image-Text Understanding']"	"./video/jF31ICvl1T8.mp4"
"699"	"jF31ICvl1T8"	"Finance"	"According to the video, which is higher, median price residential land in 2023 or in 2013?"	"median price residential in 2023 is higher."	"['Structuralized Image-Text Understanding']"	"./video/jF31ICvl1T8.mp4"
"700"	"u8DUPXLg3P0"	"Finance"	"According  to the line chart in this video,30-YR FRM and 15-YR FRM, which is higher?"	"30-YR FRM is higher."	"['Structuralized Image-Text Understanding']"	"./video/u8DUPXLg3P0.mp4"
"701"	"u8DUPXLg3P0"	"Finance"	"How many people appear in this video?"	"Two women appear."	"['Counting']"	"./video/u8DUPXLg3P0.mp4"
"702"	"ZvI34uOUR1U"	"Finance"	"Which company’s stock is discussed in the video?"	"Telsa"	"['OCR']"	"./video/ZvI34uOUR1U.mp4"
"703"	"ZvI34uOUR1U"	"Finance"	"Is Tesla stock price trending up or down based on the video?"	"Telsa stock is trending down."	"['Structuralized Image-Text Understanding']"	"./video/ZvI34uOUR1U.mp4"
"704"	"ZvI34uOUR1U"	"Finance"	"How many people are talking in the video?"	"Two people are talking."	"['Counting']"	"./video/ZvI34uOUR1U.mp4"
"705"	"L0MK7qz13bU_processed"	"Films & TV Shows"	"Where and when does the scene of the video take place?"	"The protagonist is on a snow-covered mountain, and the video spans from the evening to the next morning."	"['Video Scene']"	"./video/L0MK7qz13bU_processed.mp4"
"706"	"L0MK7qz13bU_processed"	"Films & TV Shows"	"What is the protagonist doing?"	"She's using her magic to build an ice castle."	"['Human-object Interaction']"	"./video/L0MK7qz13bU_processed.mp4"
"707"	"L0MK7qz13bU_processed"	"Films & TV Shows"	"Where is the source of the video?"	"This is the MVfor the song ""Let It Go"" and it is also a movie clip from Frozen."	"['Common Sense Reasoning']"	"./video/L0MK7qz13bU_processed.mp4"
"708"	"L0MK7qz13bU_processed"	"Films & TV Shows"	"How many characters in total appear in the video?"	"Only one female character appears in the video and her name is Elsa."	"['Counting']"	"./video/L0MK7qz13bU_processed.mp4"
"709"	"L0MK7qz13bU_processed"	"Films & TV Shows"	"How did the woman's mood change throughout the video?"	"Her mood gradually turned higher."	"['Video Emotion']"	"./video/L0MK7qz13bU_processed.mp4"
"710"	"ghUx8VntRIA"	"People"	"What's the protagonist of the video doing?"	"He's playing basketball and dancing."	"['Human Motion']"	"./video/ghUx8VntRIA.mp4"
"711"	"ghUx8VntRIA"	"People"	"Describe the image of the man in the video"	"He has middle part men hairstyles and wears black suspenders over a gray jacket."	"['Attribute Recognition']"	"./video/ghUx8VntRIA.mp4"
"712"	"ghUx8VntRIA"	"People"	"Please summarize the video content."	"The man in the video is introducing himself, followed by a talent show."	"['Video Topic']"	"./video/ghUx8VntRIA.mp4"
"713"	"ghUx8VntRIA"	"People"	"What did the guy in the video do after taking off his jacket?"	"He started playing basketball."	"['Human-object Interaction']"	"./video/ghUx8VntRIA.mp4"
"714"	"sVhWjSKywAQ_processed"	"Games"	"Where is the scene of the video?"	"It's on the desktop of Microsoft's Windows 10 operating system."	"['Common Sense Reasoning', 'Video Scene']"	"./video/sVhWjSKywAQ_processed.mp4"
"715"	"sVhWjSKywAQ_processed"	"Games"	"How many matchsticks appear in total in this video, and what colors are they?"	"There are 5 in total, the colors are orange, green, yellow, blue and red."	"['Counting', 'Attribute Recognition']"	"./video/sVhWjSKywAQ_processed.mp4"
"716"	"sVhWjSKywAQ_processed"	"Games"	"What does the red matchsticks summon?"	"He summoned three rabbits."	"['Object Recognition']"	"./video/sVhWjSKywAQ_processed.mp4"
"717"	"sVhWjSKywAQ_processed"	"Games"	"How and why did the other matchsticks treat the red matchsticks?"	"They are afraid of the red matchstickstreat  because the red matchstickstreat  has hurt them before."	"['Social Relation', 'Human Interaction']"	"./video/sVhWjSKywAQ_processed.mp4"
"718"	"EJ5zqtNir5o"	"Humor"	"Where does the scene in the video take place?"	"The video takes place in a milk tea store"	"['Video Scene']"	"./video/EJ5zqtNir5o.mp4"
"719"	"EJ5zqtNir5o"	"Humor"	"There are several characters in the video, what is their gender and profession?"	"The video shows a total of one female milk tea shop attendant and one male customer."	"['Attribute Recognition', 'Identity Reasoning']"	"./video/EJ5zqtNir5o.mp4"
"720"	"EJ5zqtNir5o"	"Humor"	"Did the man in the video finally get the milk tea he wanted?"	"Yes, he got it."	"['Future Prediction']"	"./video/EJ5zqtNir5o.mp4"
"721"	"EJ5zqtNir5o"	"Humor"	"What is this man doing?"	"He is ordering a cup of milktea"	"['Human Interaction']"	"./video/EJ5zqtNir5o.mp4"
"722"	"QVzeW1_hyHI"	"Humor"	"What the protagonists do at the beginning of the video ?"	"He's drinking with his friends."	"['Human Interaction']"	"./video/QVzeW1_hyHI.mp4"
"723"	"QVzeW1_hyHI"	"Humor"	"How many people has the protagonist video-called in total, and what are their identities?"	"He made video calls with four people in total, starting with his mother, then his neighbor, then his boss, and finally his girlfriend."	"['Attribute Recognition', 'Counting']"	"./video/QVzeW1_hyHI.mp4"
"724"	"QVzeW1_hyHI"	"Humor"	"Is the protagonist's girlfriend going to sleep?"	"Actually, she is cheating on her boyfriend by having drinks with her best friend."	"['Future Prediction']"	"./video/QVzeW1_hyHI.mp4"
"725"	"QVzeW1_hyHI"	"Humor"	"What are the two men doing at 1:00 in the video?"	"They're moving a TV."	"['Human-object Interaction']"	"./video/QVzeW1_hyHI.mp4"
"726"	"Qe8LFkHhR68"	"Humor"	"What is the man doing in the video?"	"They are preparing to launch a rocket."	"['Identity Reasoning']"	"./video/Qe8LFkHhR68.mp4"
"727"	"Qe8LFkHhR68"	"Humor"	"How many times has a rocket launch been interrupted?"	"It has been interrupted four times."	"['Counting', 'Event Recognition']"	"./video/Qe8LFkHhR68.mp4"
"728"	"Qe8LFkHhR68"	"Humor"	"Please provide a description of the final appearance of the rocket."	"The rocket features green and orange colors with tags inscribed on its outer surfaces."	"['Object Recognition']"	"./video/Qe8LFkHhR68.mp4"
"729"	"Qe8LFkHhR68"	"Humor"	"What is the purpose of this advertisement?"	"This is an advertisement for Adobe Marketing Cloud."	"['Video Style', 'Video Topic']"	"./video/Qe8LFkHhR68.mp4"
"730"	"cEN00wMFB2A"	"Humor"	"In which country does the story in the video take place?"	"The country in question is South Korea."	"['OCR', 'Common Sense Reasoning']"	"./video/cEN00wMFB2A.mp4"
"731"	"cEN00wMFB2A"	"Humor"	"What emotions are exhibited by the men in the video?"	"It appears that they are experiencing a state of panic."	"['Attribute Recognition']"	"./video/cEN00wMFB2A.mp4"
"732"	"cEN00wMFB2A"	"Humor"	"How many characters are there in the video?"	"There are five characters in the video."	"['Counting']"	"./video/cEN00wMFB2A.mp4"
"733"	"cEN00wMFB2A"	"Humor"	"What is the man in the blue uniform doing?"	"He's fixing the router."	"['Human-object Interaction']"	"./video/cEN00wMFB2A.mp4"
"734"	"kEPfM3jSoBw"	"Humor"	"Who is the protagonist in the video?"	"The protagonists of the video are a man and a cat, and they appear to be in a romantic relationship."	"['Object Recognition', 'Attribute Recognition']"	"./video/kEPfM3jSoBw.mp4"
"735"	"kEPfM3jSoBw"	"Humor"	"Where is the setting of the story?"	"The story is set on a large cruise ship."	"['Object Recognition', 'Video Style']"	"./video/kEPfM3jSoBw.mp4"
"736"	"kEPfM3jSoBw"	"Humor"	"What did the men do while the boat was leaking?"	"He's holding a cat."	"['Human-object Interaction']"	"./video/kEPfM3jSoBw.mp4"
"737"	"fYP4SryI9L0"	"Humor"	"What game are the people in the video playing?"	"They take turns pouring water into a cup, and the one who lets it overflow loses."	"['Human-object Interaction', 'Causal Reasoning', 'Video Topic']"	"./video/fYP4SryI9L0.mp4"
"738"	"fYP4SryI9L0"	"Humor"	"How many people are in the video and how many are wearing helmets?"	"There are six people in the video in the video, two of whom are wearing helmets."	"['Counting']"	"./video/fYP4SryI9L0.mp4"
"739"	"fYP4SryI9L0"	"Humor"	"Who loses the race at the end, and what is the punishment?"	"A little white boy loses the race and is thrown into a pool by his two companions at the end of the video."	"['Human Interaction', 'Event Recognition']"	"./video/fYP4SryI9L0.mp4"
